"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Jefferson County,"2021","First Quarter(p)","2170","32629","0.8","888","5.8","Total, all industries","55055","WI"
Juneau County,"2021","First Quarter(p)","683","8975","-1.8","804","-0.7","Total, all industries","55057","WI"
Kenosha County,"2021","First Quarter(p)","3783","68848","2.9","885","5.2","Total, all industries","55059","WI"
Kewaunee County,"2021","First Quarter(p)","540","6400","-3.9","776","0.8","Total, all industries","55061","WI"
La Crosse County,"2021","First Quarter(p)","3287","66537","-3.3","973","6.3","Total, all industries","55063","WI"
Lafayette County,"2021","First Quarter(p)","465","4294","2.3","745","-0.5","Total, all industries","55065","WI"
Langlade County,"2021","First Quarter(p)","626","7111","-1.8","700","0.3","Total, all industries","55067","WI"
Lincoln County,"2021","First Quarter(p)","773","9962","-3.2","884","-0.6","Total, all industries","55069","WI"
Manitowoc County,"2021","First Quarter(p)","1885","32074","-3.3","864","0.1","Total, all industries","55071","WI"
Marathon County,"2021","First Quarter(p)","3633","68735","-2.6","937","1.0","Total, all industries","55073","WI"
Marinette County,"2021","First Quarter(p)","1218","17707","-2.0","833","4.4","Total, all industries","55075","WI"
Marquette County,"2021","First Quarter(p)","370","3733","-3.5","774","-6.4","Total, all industries","55077","WI"
Menominee County,"2021","First Quarter(p)","112","1908","-4.9","687","8.0","Total, all industries","55078","WI"
Milwaukee County,"2021","First Quarter(p)","27551","449235","-6.4","1170","3.4","Total, all industries","55079","WI"
Monroe County,"2021","First Quarter(p)","1230","20316","-2.2","849","2.8","Total, all industries","55081","WI"
Oconto County,"2021","First Quarter(p)","818","8411","0.0","700","-0.8","Total, all industries","55083","WI"
Oneida County,"2021","First Quarter(p)","1439","15016","-2.3","842","0.0","Total, all industries","55085","WI"
Outagamie County,"2021","First Quarter(p)","5643","101965","-5.1","1006","5.7","Total, all industries","55087","WI"
Ozaukee County,"2021","First Quarter(p)","3012","39202","-5.9","967","3.1","Total, all industries","55089","WI"
Pepin County,"2021","First Quarter(p)","281","2179","0.8","807","8.0","Total, all industries","55091","WI"
Pierce County,"2021","First Quarter(p)","986","9858","-2.4","767","-0.9","Total, all industries","55093","WI"
Polk County,"2021","First Quarter(p)","1224","15417","-2.2","761","3.4","Total, all industries","55095","WI"
Portage County,"2021","First Quarter(p)","1810","31639","-4.9","973","4.2","Total, all industries","55097","WI"
Price County,"2021","First Quarter(p)","465","4877","-2.1","788","5.3","Total, all industries","55099","WI"
Racine County,"2021","First Quarter(p)","4768","70785","-3.4","971","0.1","Total, all industries","55101","WI"
Richland County,"2021","First Quarter(p)","481","5468","-4.4","711","2.4","Total, all industries","55103","WI"
Rock County,"2021","First Quarter(p)","3647","64164","-3.5","992","1.6","Total, all industries","55105","WI"
Rusk County,"2021","First Quarter(p)","378","4709","-3.4","697","0.9","Total, all industries","55107","WI"
St. Croix County,"2021","First Quarter(p)","2480","32956","-2.6","879","3.8","Total, all industries","55109","WI"
Sauk County,"2021","First Quarter(p)","2071","32348","-8.5","808","2.1","Total, all industries","55111","WI"
Sawyer County,"2021","First Quarter(p)","676","6292","-3.7","805","13.1","Total, all industries","55113","WI"
Shawano County,"2021","First Quarter(p)","1052","11916","-3.5","696","4.2","Total, all industries","55115","WI"
Sheboygan County,"2021","First Quarter(p)","2843","57287","-3.7","1055","3.6","Total, all industries","55117","WI"
Taylor County,"2021","First Quarter(p)","521","8097","1.1","805","4.0","Total, all industries","55119","WI"
Trempealeau County,"2021","First Quarter(p)","825","12654","-6.5","821","0.2","Total, all industries","55121","WI"
Vernon County,"2021","First Quarter(p)","719","8384","-1.1","749","0.5","Total, all industries","55123","WI"
Vilas County,"2021","First Quarter(p)","990","7221","-4.4","681","1.6","Total, all industries","55125","WI"
Walworth County,"2021","First Quarter(p)","3099","39632","-2.4","802","3.1","Total, all industries","55127","WI"
Washburn County,"2021","First Quarter(p)","606","5393","-4.8","763","7.5","Total, all industries","55129","WI"
Washington County,"2021","First Quarter(p)","3638","54769","-2.5","949","4.1","Total, all industries","55131","WI"
Waukesha County,"2021","First Quarter(p)","13787","232165","-3.8","1220","4.3","Total, all industries","55133","WI"
Waupaca County,"2021","First Quarter(p)","1350","18379","-2.6","757","2.4","Total, all industries","55135","WI"
Waushara County,"2021","First Quarter(p)","510","5684","-1.4","689","-1.1","Total, all industries","55137","WI"
Winnebago County,"2021","First Quarter(p)","3982","89499","-3.0","1070","1.3","Total, all industries","55139","WI"
Wood County,"2021","First Quarter(p)","2094","35634","-5.1","888","-2.6","Total, all industries","55141","WI"
 
