"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Susquehanna County,"2021","First Quarter(p)","962","8585","-2.4","871","3.7","Total, all industries","42115","PA"
Tioga County,"2021","First Quarter(p)","1031","11955","-4.7","838","1.9","Total, all industries","42117","PA"
Union County,"2021","First Quarter(p)","1000","16553","-4.1","921","3.5","Total, all industries","42119","PA"
Venango County,"2021","First Quarter(p)","1223","16482","-4.7","788","2.3","Total, all industries","42121","PA"
Warren County,"2021","First Quarter(p)","990","13189","-5.1","820","-1.3","Total, all industries","42123","PA"
Washington County,"2021","First Quarter(p)","5490","80070","-6.6","1468","12.7","Total, all industries","42125","PA"
Wayne County,"2021","First Quarter(p)","1364","13674","-2.7","850","5.5","Total, all industries","42127","PA"
Westmoreland County,"2021","First Quarter(p)","9078","124011","-5.2","926","1.6","Total, all industries","42129","PA"
Wyoming County,"2021","First Quarter(p)","694","8682","-7.4","1040","5.8","Total, all industries","42131","PA"
York County,"2021","First Quarter(p)","9119","170976","-4.0","1006","4.4","Total, all industries","42133","PA"
 
