"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Merced County,"2021","First Quarter(p)","7103","76399","-3.0","891","3.4","Total, all industries","06047","CA"
Modoc County,"2021","First Quarter(p)","398","2420","-3.9","786","5.5","Total, all industries","06049","CA"
Mono County,"2021","First Quarter(p)","685","7010","-11.0","840","11.1","Total, all industries","06051","CA"
Monterey County,"2021","First Quarter(p)","14336","165303","-7.6","1031","5.5","Total, all industries","06053","CA"
Napa County,"2021","First Quarter(p)","5896","69691","-9.7","1215","8.5","Total, all industries","06055","CA"
Nevada County,"2021","First Quarter(p)","3902","30174","-6.8","994","11.7","Total, all industries","06057","CA"
Orange County,"2021","First Quarter(p)","131318","1516179","-7.3","1445","8.5","Total, all industries","06059","CA"
Placer County,"2021","First Quarter(p)","14214","168959","-2.7","1251","8.3","Total, all industries","06061","CA"
Plumas County,"2021","First Quarter(p)","941","5667","-6.3","916","6.8","Total, all industries","06063","CA"
Riverside County,"2021","First Quarter(p)","72352","746110","-3.1","991","6.1","Total, all industries","06065","CA"
Sacramento County,"2021","First Quarter(p)","63897","656157","-4.6","1330","5.3","Total, all industries","06067","CA"
San Benito County,"2021","First Quarter(p)","1669","15942","-3.4","973","5.1","Total, all industries","06069","CA"
San Bernardino County,"2021","First Quarter(p)","66524","775364","-1.4","1000","3.5","Total, all industries","06071","CA"
San Diego County,"2021","First Quarter(p)","118367","1389504","-6.4","1429","8.7","Total, all industries","06073","CA"
San Francisco County,"2021","First Quarter(p)","61202","663625","-12.4","3719","34.1","Total, all industries","06075","CA"
San Joaquin County,"2021","First Quarter(p)","19152","255499","-1.1","999","5.8","Total, all industries","06077","CA"
San Luis Obispo County,"2021","First Quarter(p)","10739","112310","-5.1","1037","6.8","Total, all industries","06079","CA"
San Mateo County,"2021","First Quarter(p)","29071","387756","-6.9","3580","22.9","Total, all industries","06081","CA"
Santa Barbara County,"2021","First Quarter(p)","15976","202841","-2.8","1139","6.6","Total, all industries","06083","CA"
Santa Clara County,"2021","First Quarter(p)","75455","1045129","-6.7","3501","20.8","Total, all industries","06085","CA"
Santa Cruz County,"2021","First Quarter(p)","9692","96500","-4.6","1137","3.2","Total, all industries","06087","CA"
Shasta County,"2021","First Quarter(p)","7620","64260","-3.5","954","8.7","Total, all industries","06089","CA"
Sierra County,"2021","First Quarter(p)","136","490","-2.6","736","13.2","Total, all industries","06091","CA"
Siskiyou County,"2021","First Quarter(p)","1737","12974","-4.7","841","7.4","Total, all industries","06093","CA"
Solano County,"2021","First Quarter(p)","11962","128993","-9.3","1235","-3.6","Total, all industries","06095","CA"
Sonoma County,"2021","First Quarter(p)","20162","191800","-8.6","1297","14.1","Total, all industries","06097","CA"
Stanislaus County,"2021","First Quarter(p)","16534","183999","-4.3","1050","7.7","Total, all industries","06099","CA"
Sutter County,"2021","First Quarter(p)","3597","29779","-5.5","875","5.5","Total, all industries","06101","CA"
Tehama County,"2021","First Quarter(p)","2069","18314","-3.5","917","10.6","Total, all industries","06103","CA"
Trinity County,"2021","First Quarter(p)","468","2526","-3.6","892","13.8","Total, all industries","06105","CA"
Tulare County,"2021","First Quarter(p)","12100","153738","-4.2","858","4.5","Total, all industries","06107","CA"
Tuolumne County,"2021","First Quarter(p)","1689","16170","-5.7","940","5.0","Total, all industries","06109","CA"
Ventura County,"2021","First Quarter(p)","28275","310229","-6.3","1263","5.8","Total, all industries","06111","CA"
Yolo County,"2021","First Quarter(p)","7317","110013","3.8","1174","-0.3","Total, all industries","06113","CA"
Yuba County,"2021","First Quarter(p)","1721","18666","-3.7","1083","3.0","Total, all industries","06115","CA"
 
