"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Henry County,"2021","First Quarter(p)","996","13154","-5.7","833","8.7","Total, all industries","17073","IL"
Iroquois County,"2021","First Quarter(p)","689","6996","-6.1","681","4.0","Total, all industries","17075","IL"
Jackson County,"2021","First Quarter(p)","1143","23520","-5.7","978","3.5","Total, all industries","17077","IL"
Jasper County,"2021","First Quarter(p)","227","2034","2.7","778","-16.0","Total, all industries","17079","IL"
Jefferson County,"2021","First Quarter(p)","842","18408","-7.1","871","3.9","Total, all industries","17081","IL"
Jersey County,"2021","First Quarter(p)","398","4992","2.5","783","14.3","Total, all industries","17083","IL"
Jo Daviess County,"2021","First Quarter(p)","726","6714","-1.6","742","6.0","Total, all industries","17085","IL"
Johnson County,"2021","First Quarter(p)","183","2329","-2.5","820","3.5","Total, all industries","17087","IL"
Kane County,"2021","First Quarter(p)","12691","193753","-5.8","1032","6.4","Total, all industries","17089","IL"
Kankakee County,"2021","First Quarter(p)","2233","42034","-5.9","891","4.8","Total, all industries","17091","IL"
Kendall County,"2021","First Quarter(p)","2300","27621","-1.2","825","-1.2","Total, all industries","17093","IL"
Knox County,"2021","First Quarter(p)","998","15895","-9.4","726","5.4","Total, all industries","17095","IL"
Lake County,"2021","First Quarter(p)","20207","313736","-4.8","1895","7.2","Total, all industries","17097","IL"
LaSalle County,"2021","First Quarter(p)","2499","39531","-3.1","948","3.9","Total, all industries","17099","IL"
Lawrence County,"2021","First Quarter(p)","259","4176","-6.2","842","-0.2","Total, all industries","17101","IL"
Lee County,"2021","First Quarter(p)","696","12481","-1.9","974","6.6","Total, all industries","17103","IL"
Livingston County,"2021","First Quarter(p)","857","12606","-6.0","956","3.6","Total, all industries","17105","IL"
Logan County,"2021","First Quarter(p)","561","8438","-5.0","913","4.6","Total, all industries","17107","IL"
McDonough County,"2021","First Quarter(p)","572","9602","-6.8","783","3.6","Total, all industries","17109","IL"
McHenry County,"2021","First Quarter(p)","7815","90367","-3.3","917","6.6","Total, all industries","17111","IL"
McLean County,"2021","First Quarter(p)","3278","77356","-5.3","1324","4.3","Total, all industries","17113","IL"
Macon County,"2021","First Quarter(p)","2082","43985","-6.1","1292","20.7","Total, all industries","17115","IL"
Macoupin County,"2021","First Quarter(p)","906","10010","-0.1","720","-2.7","Total, all industries","17117","IL"
Madison County,"2021","First Quarter(p)","5366","101485","-1.1","903","4.9","Total, all industries","17119","IL"
Marion County,"2021","First Quarter(p)","824","11954","-3.0","759","0.9","Total, all industries","17121","IL"
Marshall County,"2021","First Quarter(p)","272","2748","-2.0","751","1.2","Total, all industries","17123","IL"
Mason County,"2021","First Quarter(p)","299","2722","-2.8","668","0.3","Total, all industries","17125","IL"
Massac County,"2021","First Quarter(p)","202","2854","-5.9","876","2.1","Total, all industries","17127","IL"
Menard County,"2021","First Quarter(p)","212","1578","-3.5","679","8.8","Total, all industries","17129","IL"
Mercer County,"2021","First Quarter(p)","291","2926","-1.6","709","7.8","Total, all industries","17131","IL"
Monroe County,"2021","First Quarter(p)","813","8053","-5.4","732","6.9","Total, all industries","17133","IL"
Montgomery County,"2021","First Quarter(p)","685","8401","-3.5","765","5.4","Total, all industries","17135","IL"
Morgan County,"2021","First Quarter(p)","735","13467","-4.4","876","-4.8","Total, all industries","17137","IL"
Moultrie County,"2021","First Quarter(p)","340","5014","-3.8","863","6.4","Total, all industries","17139","IL"
Ogle County,"2021","First Quarter(p)","1023","14360","-10.2","1017","2.1","Total, all industries","17141","IL"
Peoria County,"2021","First Quarter(p)","4109","97530","-5.1","1276","-2.4","Total, all industries","17143","IL"
Perry County,"2021","First Quarter(p)","338","4440","-3.8","755","1.3","Total, all industries","17145","IL"
Piatt County,"2021","First Quarter(p)","370","3353","-1.8","726","1.5","Total, all industries","17147","IL"
Pike County,"2021","First Quarter(p)","419","3771","-3.1","698","3.1","Total, all industries","17149","IL"
Pope County,"2021","First Quarter(p)","46","501","5.9","572","2.3","Total, all industries","17151","IL"
Pulaski County,"2021","First Quarter(p)","107","1166","-10.4","706","1.6","Total, all industries","17153","IL"
Putnam County,"2021","First Quarter(p)","154","1662","-0.4","944","8.1","Total, all industries","17155","IL"
Randolph County,"2021","First Quarter(p)","625","11556","-2.6","867","2.2","Total, all industries","17157","IL"
Richland County,"2021","First Quarter(p)","415","5534","-7.1","773","6.9","Total, all industries","17159","IL"
Rock Island County,"2021","First Quarter(p)","2937","69303","-4.4","1194","10.5","Total, all industries","17161","IL"
St. Clair County,"2021","First Quarter(p)","5014","86288","-4.7","928","7.3","Total, all industries","17163","IL"
Saline County,"2021","First Quarter(p)","501","7240","-5.1","726","8.5","Total, all industries","17165","IL"
Sangamon County,"2021","First Quarter(p)","4796","123208","-3.0","1141","2.9","Total, all industries","17167","IL"
Schuyler County,"2021","First Quarter(p)","172","1405","-3.2","726","-4.3","Total, all industries","17169","IL"
Scott County,"2021","First Quarter(p)","93","859","-11.8","773","10.1","Total, all industries","17171","IL"
Shelby County,"2021","First Quarter(p)","463","4808","-4.4","739","-0.1","Total, all industries","17173","IL"
Stark County,"2021","First Quarter(p)","134","1305","-5.2","818","4.7","Total, all industries","17175","IL"
Stephenson County,"2021","First Quarter(p)","1039","16228","-4.9","886","2.7","Total, all industries","17177","IL"
Tazewell County,"2021","First Quarter(p)","2569","43708","-5.8","887","0.2","Total, all industries","17179","IL"
Union County,"2021","First Quarter(p)","327","4828","-4.4","700","3.1","Total, all industries","17181","IL"
Vermilion County,"2021","First Quarter(p)","1369","24725","-5.9","893","2.8","Total, all industries","17183","IL"
Wabash County,"2021","First Quarter(p)","263","3008","-8.0","715","-5.7","Total, all industries","17185","IL"
Warren County,"2021","First Quarter(p)","376","5851","-8.0","761","2.0","Total, all industries","17187","IL"
Washington County,"2021","First Quarter(p)","403","6364","-2.7","893","-5.8","Total, all industries","17189","IL"
Wayne County,"2021","First Quarter(p)","389","3670","-4.9","662","6.9","Total, all industries","17191","IL"
White County,"2021","First Quarter(p)","347","3688","-8.1","730","4.0","Total, all industries","17193","IL"
Whiteside County,"2021","First Quarter(p)","1174","19521","-6.7","887","6.2","Total, all industries","17195","IL"
Will County,"2021","First Quarter(p)","15477","240181","-2.4","1032","10.4","Total, all industries","17197","IL"
Williamson County,"2021","First Quarter(p)","1385","26643","-3.0","821","3.1","Total, all industries","17199","IL"
Winnebago County,"2021","First Quarter(p)","5905","114859","-6.1","962","1.9","Total, all industries","17201","IL"
Woodford County,"2021","First Quarter(p)","758","9716","-0.8","831","7.8","Total, all industries","17203","IL"
 
