"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Custer County,"2021","First Quarter(p)","501","4397","-0.5","806","5.4","Total, all industries","31041","NE"
Dakota County,"2021","First Quarter(p)","515","12117","-3.7","1075","20.8","Total, all industries","31043","NE"
Dawes County,"2021","First Quarter(p)","335","2985","4.8","655","-1.8","Total, all industries","31045","NE"
Dawson County,"2021","First Quarter(p)","816","11462","-0.5","724","-7.3","Total, all industries","31047","NE"
Deuel County,"2021","First Quarter(p)","83","507","-2.3","630","1.1","Total, all industries","31049","NE"
Dixon County,"2021","First Quarter(p)","156","1696","-0.2","771","-4.1","Total, all industries","31051","NE"
Dodge County,"2021","First Quarter(p)","1149","17634","-1.4","833","0.7","Total, all industries","31053","NE"
Douglas County,"2021","First Quarter(p)","19159","327206","-3.2","1141","3.4","Total, all industries","31055","NE"
Dundy County,"2021","First Quarter(p)","84","553","2.4","754","0.7","Total, all industries","31057","NE"
Fillmore County,"2021","First Quarter(p)","283","2181","1.1","844","1.3","Total, all industries","31059","NE"
Franklin County,"2021","First Quarter(p)","128","720","-0.6","624","7.2","Total, all industries","31061","NE"
Frontier County,"2021","First Quarter(p)","93","769","-6.6","661","3.8","Total, all industries","31063","NE"
Furnas County,"2021","First Quarter(p)","237","1832","-1.5","774","3.9","Total, all industries","31065","NE"
Gage County,"2021","First Quarter(p)","779","8442","-3.6","746","-0.1","Total, all industries","31067","NE"
Garden County,"2021","First Quarter(p)","81","466","-1.3","674","2.0","Total, all industries","31069","NE"
Garfield County,"2021","First Quarter(p)","122","784","-0.8","632","4.3","Total, all industries","31071","NE"
Gosper County,"2021","First Quarter(p)","80","461","25.6","805","-1.6","Total, all industries","31073","NE"
Grant County,"2021","First Quarter(p)","57","276","-0.4","580","3.6","Total, all industries","31075","NE"
Greeley County,"2021","First Quarter(p)","123","627","0.0","643","3.7","Total, all industries","31077","NE"
Hall County,"2021","First Quarter(p)","2049","33927","-0.1","838","4.4","Total, all industries","31079","NE"
Hamilton County,"2021","First Quarter(p)","368","3533","0.8","888","1.3","Total, all industries","31081","NE"
Harlan County,"2021","First Quarter(p)","131","797","1.1","691","2.5","Total, all industries","31083","NE"
Hayes County,"2021","First Quarter(p)","38","200","0.0","614","-0.6","Total, all industries","31085","NE"
Hitchcock County,"2021","First Quarter(p)","100","699","0.1","695","-1.4","Total, all industries","31087","NE"
Holt County,"2021","First Quarter(p)","522","4161","-2.9","744","2.1","Total, all industries","31089","NE"
Hooker County,"2021","First Quarter(p)","38","288","0.3","552","7.4","Total, all industries","31091","NE"
Howard County,"2021","First Quarter(p)","210","1492","-2.0","691","2.7","Total, all industries","31093","NE"
Jefferson County,"2021","First Quarter(p)","273","3214","-2.3","753","1.8","Total, all industries","31095","NE"
Johnson County,"2021","First Quarter(p)","141","1345","-9.3","785","5.7","Total, all industries","31097","NE"
Kearney County,"2021","First Quarter(p)","211","2116","-3.7","768","-1.2","Total, all industries","31099","NE"
Keith County,"2021","First Quarter(p)","410","3127","1.4","726","1.0","Total, all industries","31101","NE"
Keya Paha County,"2021","First Quarter(p)","33","134","-6.9","573","-1.9","Total, all industries","31103","NE"
Kimball County,"2021","First Quarter(p)","165","1335","-3.7","737","-1.9","Total, all industries","31105","NE"
Knox County,"2021","First Quarter(p)","334","2839","-0.3","693","0.1","Total, all industries","31107","NE"
Lancaster County,"2021","First Quarter(p)","10104","165245","-3.6","949","3.6","Total, all industries","31109","NE"
Lincoln County,"2021","First Quarter(p)","1220","14004","-0.7","823","1.2","Total, all industries","31111","NE"
Logan County,"2021","First Quarter(p)","40","187","0.0","596","0.2","Total, all industries","31113","NE"
Loup County,"2021","First Quarter(p)","23","110","0.9","548","4.8","Total, all industries","31115","NE"
McPherson County,"2021","First Quarter(p)","11","62","-6.1","771","10.9","Total, all industries","31117","NE"
Madison County,"2021","First Quarter(p)","1432","21283","-2.0","833","3.1","Total, all industries","31119","NE"
Merrick County,"2021","First Quarter(p)","281","2097","-1.5","727","3.7","Total, all industries","31121","NE"
Morrill County,"2021","First Quarter(p)","189","1465","-0.4","768","0.1","Total, all industries","31123","NE"
Nance County,"2021","First Quarter(p)","125","918","-3.5","690","1.9","Total, all industries","31125","NE"
Nemaha County,"2021","First Quarter(p)","235","2964","-1.0","1038","0.1","Total, all industries","31127","NE"
Nuckolls County,"2021","First Quarter(p)","193","1504","1.4","644","6.1","Total, all industries","31129","NE"
Otoe County,"2021","First Quarter(p)","524","6127","1.3","793","1.7","Total, all industries","31131","NE"
Pawnee County,"2021","First Quarter(p)","96","758","2.3","738","10.3","Total, all industries","31133","NE"
Perkins County,"2021","First Quarter(p)","164","1142","1.4","782","0.5","Total, all industries","31135","NE"
Phelps County,"2021","First Quarter(p)","433","4526","-2.5","882","4.0","Total, all industries","31137","NE"
Pierce County,"2021","First Quarter(p)","243","1849","-2.2","718","2.6","Total, all industries","31139","NE"
Platte County,"2021","First Quarter(p)","1176","19170","0.0","875","2.7","Total, all industries","31141","NE"
Polk County,"2021","First Quarter(p)","179","1401","-3.0","738","1.9","Total, all industries","31143","NE"
Red Willow County,"2021","First Quarter(p)","453","4762","-2.6","789","6.8","Total, all industries","31145","NE"
Richardson County,"2021","First Quarter(p)","325","2423","-1.8","664","0.5","Total, all industries","31147","NE"
Rock County,"2021","First Quarter(p)","59","415","-2.8","831","16.9","Total, all industries","31149","NE"
Saline County,"2021","First Quarter(p)","395","6772","-2.4","864","-3.6","Total, all industries","31151","NE"
Sarpy County,"2021","First Quarter(p)","4300","70715","-3.3","1092","8.5","Total, all industries","31153","NE"
Saunders County,"2021","First Quarter(p)","637","5293","-0.8","756","0.4","Total, all industries","31155","NE"
Scotts Bluff County,"2021","First Quarter(p)","1368","15625","-2.6","761","1.7","Total, all industries","31157","NE"
Seward County,"2021","First Quarter(p)","530","5639","-2.2","809","1.3","Total, all industries","31159","NE"
Sheridan County,"2021","First Quarter(p)","253","1669","-2.6","653","4.0","Total, all industries","31161","NE"
Sherman County,"2021","First Quarter(p)","114","736","2.9","624","5.1","Total, all industries","31163","NE"
Sioux County,"2021","First Quarter(p)","27","165","10.7","668","3.4","Total, all industries","31165","NE"
Stanton County,"2021","First Quarter(p)","103","1306","-1.2","1308","-4.1","Total, all industries","31167","NE"
Thayer County,"2021","First Quarter(p)","262","2152","-3.7","804","1.0","Total, all industries","31169","NE"
Thomas County,"2021","First Quarter(p)","40","245","-1.2","616","-30.1","Total, all industries","31171","NE"
Thurston County,"2021","First Quarter(p)","178","3069","2.8","873","2.7","Total, all industries","31173","NE"
Valley County,"2021","First Quarter(p)","243","1731","-4.0","731","5.8","Total, all industries","31175","NE"
Washington County,"2021","First Quarter(p)","680","7542","0.0","1000","2.9","Total, all industries","31177","NE"
Wayne County,"2021","First Quarter(p)","286","4402","1.9","658","-3.5","Total, all industries","31179","NE"
Webster County,"2021","First Quarter(p)","133","1006","3.2","680","-1.0","Total, all industries","31181","NE"
Wheeler County,"2021","First Quarter(p)","40","307","-0.3","703","-11.8","Total, all industries","31183","NE"
York County,"2021","First Quarter(p)","631","7178","-2.3","812","3.8","Total, all industries","31185","NE"
 
