"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Tattnall County,"2021","First Quarter(p)","356","5440","-6.4","725","3.4","Total, all industries","13267","GA"
Taylor County,"2021","First Quarter(p)","159","1453","-6.6","826","13.9","Total, all industries","13269","GA"
Telfair County,"2021","First Quarter(p)","219","2267","-1.6","641","2.7","Total, all industries","13271","GA"
Terrell County,"2021","First Quarter(p)","226","1969","-3.3","756","11.2","Total, all industries","13273","GA"
Thomas County,"2021","First Quarter(p)","1581","20162","-1.0","936","9.9","Total, all industries","13275","GA"
Tift County,"2021","First Quarter(p)","1145","20937","-0.5","785","5.1","Total, all industries","13277","GA"
Toombs County,"2021","First Quarter(p)","718","11858","-2.7","704","3.4","Total, all industries","13279","GA"
Towns County,"2021","First Quarter(p)","307","3329","-1.0","661","4.8","Total, all industries","13281","GA"
Treutlen County,"2021","First Quarter(p)","107","993","-6.4","665","4.4","Total, all industries","13283","GA"
Troup County,"2021","First Quarter(p)","1666","38082","-4.9","893","2.5","Total, all industries","13285","GA"
Turner County,"2021","First Quarter(p)","187","1766","-6.5","721","1.8","Total, all industries","13287","GA"
Twiggs County,"2021","First Quarter(p)","113","1794","-8.4","707","3.4","Total, all industries","13289","GA"
Union County,"2021","First Quarter(p)","671","7113","2.2","764","1.7","Total, all industries","13291","GA"
Upson County,"2021","First Quarter(p)","495","6687","-1.7","716","-0.4","Total, all industries","13293","GA"
Walker County,"2021","First Quarter(p)","781","13868","3.5","700","2.6","Total, all industries","13295","GA"
Walton County,"2021","First Quarter(p)","1952","23827","1.2","859","2.4","Total, all industries","13297","GA"
Ware County,"2021","First Quarter(p)","951","15165","-2.4","709","1.7","Total, all industries","13299","GA"
Warren County,"2021","First Quarter(p)","104","1400","6.2","839","3.2","Total, all industries","13301","GA"
Washington County,"2021","First Quarter(p)","389","6036","-5.1","769","-1.8","Total, all industries","13303","GA"
Wayne County,"2021","First Quarter(p)","617","8377","2.9","867","4.0","Total, all industries","13305","GA"
Webster County,"2021","First Quarter(p)","46","518","-1.9","906","13.5","Total, all industries","13307","GA"
Wheeler County,"2021","First Quarter(p)","79","1075","0.9","666","1.2","Total, all industries","13309","GA"
White County,"2021","First Quarter(p)","770","8946","-1.6","635","3.1","Total, all industries","13311","GA"
Whitfield County,"2021","First Quarter(p)","2452","54931","-2.9","899","-0.1","Total, all industries","13313","GA"
Wilcox County,"2021","First Quarter(p)","114","1142","0.5","658","6.5","Total, all industries","13315","GA"
Wilkes County,"2021","First Quarter(p)","237","2555","-2.8","710","6.1","Total, all industries","13317","GA"
Wilkinson County,"2021","First Quarter(p)","172","3145","-9.1","841","4.2","Total, all industries","13319","GA"
Worth County,"2021","First Quarter(p)","312","2748","-9.5","691","2.8","Total, all industries","13321","GA"
 
