"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Goodhue County,"2021","First Quarter(p)","1346","19711","-5.3","1001","3.8","Total, all industries","27049","MN"
Grant County,"2021","First Quarter(p)","261","1775","-2.4","782","7.1","Total, all industries","27051","MN"
Hennepin County,"2021","First Quarter(p)","43510","859538","-7.0","1668","5.4","Total, all industries","27053","MN"
Houston County,"2021","First Quarter(p)","441","4889","-4.0","714","5.0","Total, all industries","27055","MN"
Hubbard County,"2021","First Quarter(p)","635","5585","0.1","819","6.1","Total, all industries","27057","MN"
Isanti County,"2021","First Quarter(p)","884","10981","-1.0","828","3.5","Total, all industries","27059","MN"
Itasca County,"2021","First Quarter(p)","1287","15088","-4.9","857","2.9","Total, all industries","27061","MN"
Jackson County,"2021","First Quarter(p)","367","4825","-2.2","869","7.5","Total, all industries","27063","MN"
Kanabec County,"2021","First Quarter(p)","347","3629","-3.6","810","3.1","Total, all industries","27065","MN"
Kandiyohi County,"2021","First Quarter(p)","1442","22023","-6.1","810","2.5","Total, all industries","27067","MN"
Kittson County,"2021","First Quarter(p)","185","1383","-5.5","764","8.2","Total, all industries","27069","MN"
Koochiching County,"2021","First Quarter(p)","417","4072","-6.2","895","-0.9","Total, all industries","27071","MN"
Lac Qui Parle County,"2021","First Quarter(p)","232","2081","-4.5","738","4.1","Total, all industries","27073","MN"
Lake County,"2021","First Quarter(p)","343","3602","-4.7","936","4.5","Total, all industries","27075","MN"
Lake of The Woods County,"2021","First Quarter(p)","175","1681","-4.8","776","7.6","Total, all industries","27077","MN"
Le Sueur County,"2021","First Quarter(p)","757","7775","-7.0","894","3.2","Total, all industries","27079","MN"
Lincoln County,"2021","First Quarter(p)","217","1450","-3.3","686","0.7","Total, all industries","27081","MN"
Lyon County,"2021","First Quarter(p)","823","13453","-1.2","1000","4.8","Total, all industries","27083","MN"
McLeod County,"2021","First Quarter(p)","999","15040","-2.3","909","4.4","Total, all industries","27085","MN"
Mahnomen County,"2021","First Quarter(p)","116","1514","-17.6","792","10.9","Total, all industries","27087","MN"
Marshall County,"2021","First Quarter(p)","337","2106","1.1","886","8.7","Total, all industries","27089","MN"
Martin County,"2021","First Quarter(p)","698","7818","-4.8","829","3.5","Total, all industries","27091","MN"
Meeker County,"2021","First Quarter(p)","630","6940","-3.9","815","2.8","Total, all industries","27093","MN"
Mille Lacs County,"2021","First Quarter(p)","732","8981","-4.3","804","14.4","Total, all industries","27095","MN"
Morrison County,"2021","First Quarter(p)","1050","10277","-3.7","762","1.6","Total, all industries","27097","MN"
Mower County,"2021","First Quarter(p)","873","15599","-4.5","923","5.0","Total, all industries","27099","MN"
Murray County,"2021","First Quarter(p)","323","2750","1.4","808","1.9","Total, all industries","27101","MN"
Nicollet County,"2021","First Quarter(p)","786","14266","-5.5","896","1.9","Total, all industries","27103","MN"
Nobles County,"2021","First Quarter(p)","623","10196","-2.8","908","-1.9","Total, all industries","27105","MN"
Norman County,"2021","First Quarter(p)","251","1492","-2.5","810","5.2","Total, all industries","27107","MN"
Olmsted County,"2021","First Quarter(p)","3911","96905","-3.6","1314","5.7","Total, all industries","27109","MN"
Otter Tail County,"2021","First Quarter(p)","1867","21002","-3.0","845","4.6","Total, all industries","27111","MN"
Pennington County,"2021","First Quarter(p)","421","9702","-2.4","974","7.2","Total, all industries","27113","MN"
Pine County,"2021","First Quarter(p)","694","6980","-12.1","689","5.8","Total, all industries","27115","MN"
Pipestone County,"2021","First Quarter(p)","379","3929","-3.7","783","3.8","Total, all industries","27117","MN"
Polk County,"2021","First Quarter(p)","1014","11337","-2.2","837","2.2","Total, all industries","27119","MN"
Pope County,"2021","First Quarter(p)","374","4001","-5.8","886","5.0","Total, all industries","27121","MN"
Ramsey County,"2021","First Quarter(p)","14638","307274","-6.5","1383","2.5","Total, all industries","27123","MN"
Red Lake County,"2021","First Quarter(p)","130","985","-1.6","721","3.4","Total, all industries","27125","MN"
Redwood County,"2021","First Quarter(p)","572","5742","-3.9","825","2.7","Total, all industries","27127","MN"
Renville County,"2021","First Quarter(p)","582","5282","-1.0","856","4.3","Total, all industries","27129","MN"
Rice County,"2021","First Quarter(p)","1693","24161","-4.2","916","0.9","Total, all industries","27131","MN"
Rock County,"2021","First Quarter(p)","313","3462","6.1","811","1.8","Total, all industries","27133","MN"
Roseau County,"2021","First Quarter(p)","467","7571","-2.3","1404","21.1","Total, all industries","27135","MN"
St. Louis County,"2021","First Quarter(p)","5483","88715","-7.4","968","4.2","Total, all industries","27137","MN"
Scott County,"2021","First Quarter(p)","3685","51834","-1.8","1041","4.6","Total, all industries","27139","MN"
Sherburne County,"2021","First Quarter(p)","2284","25118","-1.7","940","2.7","Total, all industries","27141","MN"
Sibley County,"2021","First Quarter(p)","416","3634","-4.0","789","-1.4","Total, all industries","27143","MN"
Stearns County,"2021","First Quarter(p)","4446","80843","-5.3","1029","4.4","Total, all industries","27145","MN"
Steele County,"2021","First Quarter(p)","1089","19908","-2.3","1092","12.6","Total, all industries","27147","MN"
Stevens County,"2021","First Quarter(p)","359","5134","-3.8","940","2.7","Total, all industries","27149","MN"
Swift County,"2021","First Quarter(p)","343","3270","-2.1","823","4.6","Total, all industries","27151","MN"
Todd County,"2021","First Quarter(p)","613","6187","-4.0","848","2.3","Total, all industries","27153","MN"
Traverse County,"2021","First Quarter(p)","155","1064","-2.9","727","4.6","Total, all industries","27155","MN"
Wabasha County,"2021","First Quarter(p)","581","6293","-3.6","796","3.9","Total, all industries","27157","MN"
Wadena County,"2021","First Quarter(p)","440","5387","-1.7","778","3.7","Total, all industries","27159","MN"
Waseca County,"2021","First Quarter(p)","548","5474","-4.9","842","3.4","Total, all industries","27161","MN"
Washington County,"2021","First Quarter(p)","6412","85558","-1.3","1023","6.0","Total, all industries","27163","MN"
Watonwan County,"2021","First Quarter(p)","337","4318","0.4","753","1.6","Total, all industries","27165","MN"
Wilkin County,"2021","First Quarter(p)","208","1608","-4.5","907","5.2","Total, all industries","27167","MN"
Winona County,"2021","First Quarter(p)","1204","22670","-4.6","880","4.8","Total, all industries","27169","MN"
Wright County,"2021","First Quarter(p)","3598","43264","-2.3","926","8.3","Total, all industries","27171","MN"
Yellow Medicine County,"2021","First Quarter(p)","366","3683","-5.4","732","0.5","Total, all industries","27173","MN"
 
