"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Clinton County,"2021","First Quarter(p)","1328","15729","-3.1","851","4.2","Total, all industries","26037","MI"
Crawford County,"2021","First Quarter(p)","288","3842","-5.2","867","1.5","Total, all industries","26039","MI"
Delta County,"2021","First Quarter(p)","1028","12649","-6.3","805","1.3","Total, all industries","26041","MI"
Dickinson County,"2021","First Quarter(p)","837","13115","-1.8","1007","6.7","Total, all industries","26043","MI"
Eaton County,"2021","First Quarter(p)","1999","40589","-3.0","998","2.5","Total, all industries","26045","MI"
Emmet County,"2021","First Quarter(p)","1484","16258","-6.5","857","3.6","Total, all industries","26047","MI"
Genesee County,"2021","First Quarter(p)","7160","122889","-6.5","938","2.1","Total, all industries","26049","MI"
Gladwin County,"2021","First Quarter(p)","412","3688","-8.2","719","0.0","Total, all industries","26051","MI"
Gogebic County,"2021","First Quarter(p)","387","4788","-8.0","747","-1.1","Total, all industries","26053","MI"
Grand Traverse County,"2021","First Quarter(p)","3514","45657","-6.5","968","2.4","Total, all industries","26055","MI"
Gratiot County,"2021","First Quarter(p)","754","12373","-2.4","860","-0.3","Total, all industries","26057","MI"
Hillsdale County,"2021","First Quarter(p)","821","11782","-3.4","844","0.8","Total, all industries","26059","MI"
Houghton County,"2021","First Quarter(p)","910","11030","-2.2","893","5.7","Total, all industries","26061","MI"
Huron County,"2021","First Quarter(p)","998","10248","-3.8","813","4.4","Total, all industries","26063","MI"
Ingham County,"2021","First Quarter(p)","6545","140443","-8.0","1137","5.8","Total, all industries","26065","MI"
Ionia County,"2021","First Quarter(p)","1060","18778","-11.9","728","8.8","Total, all industries","26067","MI"
Iosco County,"2021","First Quarter(p)","593","6966","-6.6","1008","10.8","Total, all industries","26069","MI"
Iron County,"2021","First Quarter(p)","376","3175","-7.5","734","-0.5","Total, all industries","26071","MI"
Isabella County,"2021","First Quarter(p)","1336","25555","-7.1","823","10.2","Total, all industries","26073","MI"
Jackson County,"2021","First Quarter(p)","2933","54192","-4.2","1009","2.9","Total, all industries","26075","MI"
Kalamazoo County,"2021","First Quarter(p)","5771","114316","-6.2","1121","4.8","Total, all industries","26077","MI"
Kalkaska County,"2021","First Quarter(p)","340","3883","0.3","1023","5.9","Total, all industries","26079","MI"
Kent County,"2021","First Quarter(p)","16319","376930","-7.8","1055","5.6","Total, all industries","26081","MI"
Keweenaw County,"2021","First Quarter(p)","78","345","-6.5","534","7.2","Total, all industries","26083","MI"
Lake County,"2021","First Quarter(p)","159","1671","-7.2","769","2.3","Total, all industries","26085","MI"
Lapeer County,"2021","First Quarter(p)","1637","19695","-5.4","792","4.9","Total, all industries","26087","MI"
Leelanau County,"2021","First Quarter(p)","767","5168","-7.5","795","11.7","Total, all industries","26089","MI"
Lenawee County,"2021","First Quarter(p)","1873","24407","-1.6","874","-0.1","Total, all industries","26091","MI"
Livingston County,"2021","First Quarter(p)","4724","58774","-5.4","923","3.5","Total, all industries","26093","MI"
Luce County,"2021","First Quarter(p)","181","1583","-5.3","758","1.3","Total, all industries","26095","MI"
Mackinac County,"2021","First Quarter(p)","469","3022","-6.3","732","3.0","Total, all industries","26097","MI"
Macomb County,"2021","First Quarter(p)","18991","309708","-4.8","1186","6.8","Total, all industries","26099","MI"
Manistee County,"2021","First Quarter(p)","571","6150","-7.6","882","3.6","Total, all industries","26101","MI"
Marquette County,"2021","First Quarter(p)","1627","24154","-6.7","923","8.6","Total, all industries","26103","MI"
Mason County,"2021","First Quarter(p)","705","9149","-6.2","845","3.4","Total, all industries","26105","MI"
Mecosta County,"2021","First Quarter(p)","673","12152","-9.6","789","7.5","Total, all industries","26107","MI"
Menominee County,"2021","First Quarter(p)","481","6570","-4.4","742","2.3","Total, all industries","26109","MI"
Midland County,"2021","First Quarter(p)","3165","34160","-2.3","1400","0.8","Total, all industries","26111","MI"
Missaukee County,"2021","First Quarter(p)","364","3236","4.5","762","4.0","Total, all industries","26113","MI"
Monroe County,"2021","First Quarter(p)","2375","35751","-7.9","1060","5.4","Total, all industries","26115","MI"
Montcalm County,"2021","First Quarter(p)","1049","15156","-2.3","772","1.3","Total, all industries","26117","MI"
Montmorency County,"2021","First Quarter(p)","209","1886","-12.4","689","-7.3","Total, all industries","26119","MI"
Muskegon County,"2021","First Quarter(p)","2969","57000","-5.9","865","1.1","Total, all industries","26121","MI"
Newaygo County,"2021","First Quarter(p)","822","11270","-4.3","823","0.7","Total, all industries","26123","MI"
Oakland County,"2021","First Quarter(p)","42510","680197","-7.1","1332","4.6","Total, all industries","26125","MI"
Oceana County,"2021","First Quarter(p)","577","5591","-5.0","727","2.0","Total, all industries","26127","MI"
Ogemaw County,"2021","First Quarter(p)","558","5475","-1.1","664","4.7","Total, all industries","26129","MI"
Ontonagon County,"2021","First Quarter(p)","177","1260","-2.5","612","5.9","Total, all industries","26131","MI"
Osceola County,"2021","First Quarter(p)","456","7240","-2.8","865","1.2","Total, all industries","26133","MI"
Oscoda County,"2021","First Quarter(p)","196","1187","1.6","642","12.0","Total, all industries","26135","MI"
Otsego County,"2021","First Quarter(p)","770","9598","-4.1","883","5.1","Total, all industries","26137","MI"
Ottawa County,"2021","First Quarter(p)","6338","122080","-3.7","974","2.1","Total, all industries","26139","MI"
Presque Isle County,"2021","First Quarter(p)","334","2322","-6.6","733","4.7","Total, all industries","26141","MI"
Roscommon County,"2021","First Quarter(p)","565","4713","-5.1","743","12.9","Total, all industries","26143","MI"
Saginaw County,"2021","First Quarter(p)","4010","75402","-7.5","949","3.8","Total, all industries","26145","MI"
St. Clair County,"2021","First Quarter(p)","2945","41387","-4.8","1006","10.8","Total, all industries","26147","MI"
St. Joseph County,"2021","First Quarter(p)","2987","20043","-4.4","853","6.0","Total, all industries","26149","MI"
Sanilac County,"2021","First Quarter(p)","871","9631","-4.3","740","0.4","Total, all industries","26151","MI"
Schoolcraft County,"2021","First Quarter(p)","228","2255","-9.3","871","5.6","Total, all industries","26153","MI"
Shiawassee County,"2021","First Quarter(p)","1131","14559","-5.1","833","4.5","Total, all industries","26155","MI"
Tuscola County,"2021","First Quarter(p)","850","10814","-5.0","782","2.2","Total, all industries","26157","MI"
Van Buren County,"2021","First Quarter(p)","1493","19294","-1.5","952","3.3","Total, all industries","26159","MI"
Washtenaw County,"2021","First Quarter(p)","9263","203387","-7.6","1273","5.6","Total, all industries","26161","MI"
Wayne County,"2021","First Quarter(p)","35017","676963","-6.3","1299","1.4","Total, all industries","26163","MI"
Wexford County,"2021","First Quarter(p)","883","13185","-4.5","816","3.2","Total, all industries","26165","MI"
 
